"","Seller_ID","Product","Seller","Star","No.ofRatings","Price","Shipping_Info","COD","Positive","Amazon_Fulfilled","URL","Rev_URL"
"497","A1T777KFKD497H","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 519.00"," +   Rs. 8.98
Delivery 
","  Rs. 519.00 +   Rs. 8.98  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"498","AB8R6TFQ2593D","Gadget Bucket Multifunction 5 Blade V...","IVORY FINE RUGS",NA,NA,"  Rs. 499.00"," +   Rs. 140.00
Delivery 
","  Rs. 499.00 +   Rs. 140.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AB8R6TFQ2593D","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AB8R6TFQ2593D&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"499","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...","SUPERDOME",NA,NA,"  Rs. 399.00"," FREE Delivery. 
","  Rs. 399.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"500","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...","Paakhi Collections",NA,NA,"  Rs. 349.00"," +   Rs. 50.00
Delivery 
","  Rs. 349.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"501","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 399.00"," FREE Delivery. 
","  Rs. 399.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"502","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...",NA,"5.0","1","  Rs. 399.00"," FREE Delivery. 
","  Rs. 399.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"503","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...","ShopIndia91",NA,NA,"  Rs. 449.00"," FREE Delivery. 
","  Rs. 449.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"504","A2L9DY4DJNPXEA","Gadget Bucket Multifunction 5 Blade V...","HomeNeedz",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"505","A8126SJXXZMAQ","Gadget Bucket Multifunction 5 Blade V...","HM IMPEX",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"506","A1AY672PXE23OZ","Gadget Bucket Multifunction 5 Blade V...","AadyaRetails","4.1","189","  Rs. 526.00"," FREE Delivery. 
","  Rs. 526.00 FREE Delivery.Cash on Delivery eligible ","76% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1AY672PXE23OZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1AY672PXE23OZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"507","A1T777KFKD497H","Gadget Bucket Multifunction 5 Blade V...","vk impex",NA,NA,"  Rs. 519.00"," +   Rs. 8.98
Delivery 
","  Rs. 519.00 +   Rs. 8.98  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"508","A2P93XTVV58FO6","Gadget Bucket Multifunction 5 Blade V...","twin overseas",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/277-7272586-8629539?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2P93XTVV58FO6","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2P93XTVV58FO6&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"509","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 439.00"," FREE Delivery. 
","  Rs. 439.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"510","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 399.00"," +   Rs. 50.00
Delivery 
","  Rs. 399.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"511","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...","U stop N shop","5.0","1","  Rs. 459.00"," FREE Delivery. 
","  Rs. 459.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"512","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...","U stop N shop","5.0","1","  Rs. 465.00"," FREE Delivery. 
","  Rs. 465.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"513","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 499.00"," FREE Delivery. 
","  Rs. 499.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"514","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 499.00"," FREE Delivery. 
","  Rs. 499.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"515","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"516","A2L9DY4DJNPXEA","Gadget Bucket Multifunction 5 Blade V...","HomeNeedz",NA,NA,"  Rs. 525.00"," FREE Delivery. 
","  Rs. 525.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"517","A8126SJXXZMAQ","Gadget Bucket Multifunction 5 Blade V...","HM IMPEX",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"518","A1T777KFKD497H","Gadget Bucket Multifunction 5 Blade V...","vk impex",NA,NA,"  Rs. 539.00"," +   Rs. 8.98
Delivery 
","  Rs. 539.00 +   Rs. 8.98  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/280-9744398-5354630?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"519","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...","U stop N shop","5.0","1","  Rs. 485.00"," FREE Delivery. 
","  Rs. 485.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"520","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"521","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"522","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"523","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...","ShopIndia91",NA,NA,"  Rs. 525.00"," FREE Delivery. 
","  Rs. 525.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"524","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"525","A8126SJXXZMAQ","Gadget Bucket Multifunction 5 Blade V...","HM IMPEX",NA,NA,"  Rs. 545.00"," FREE Delivery. 
","  Rs. 545.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"526","A2L9DY4DJNPXEA","Gadget Bucket Multifunction 5 Blade V...","HomeNeedz",NA,NA,"  Rs. 545.00"," FREE Delivery. 
","  Rs. 545.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"527","A1T777KFKD497H","Gadget Bucket Multifunction 5 Blade V...","vk impex",NA,NA,"  Rs. 545.00"," +   Rs. 8.98
Delivery 
","  Rs. 545.00 +   Rs. 8.98  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"528","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 519.00"," +   Rs. 50.00
Delivery 
","  Rs. 519.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/277-7390001-6257520?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"529","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...",NA,"5.0","1","  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"530","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...",NA,"5.0","1","  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"531","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...","ShopIndia91",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"532","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 545.00"," FREE Delivery. 
","  Rs. 545.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"533","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 545.00"," FREE Delivery. 
","  Rs. 545.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"534","A8126SJXXZMAQ","Gadget Bucket Multifunction 5 Blade V...","HM IMPEX",NA,NA,"  Rs. 545.00"," FREE Delivery. 
","  Rs. 545.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"535","A2L9DY4DJNPXEA","Gadget Bucket Multifunction 5 Blade V...","HomeNeedz",NA,NA,"  Rs. 549.00"," FREE Delivery. 
","  Rs. 549.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"536","A1T777KFKD497H","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 545.00"," +   Rs. 8.98
Delivery 
","  Rs. 545.00 +   Rs. 8.98  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"537","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...","Paakhi Collections",NA,NA,"  Rs. 539.00"," +   Rs. 50.00
Delivery 
","  Rs. 539.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"538","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 545.00"," +   Rs. 50.00
Delivery 
","  Rs. 545.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/275-1589753-2958239?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
