"","Seller_ID","Product","Seller","Star","No.ofRatings","Price","Shipping_Info","COD","Positive","Amazon_Fulfilled","URL","Rev_URL"
"109","A5ZHK8KYQZNY0","Bajaj DX 7 1000-Watt Dry Iron","Bajaj World - Electronic Hub","4.3","3","  Rs. 649.00"," +   Rs. 76.20
Delivery 
","  Rs. 649.00 +   Rs. 76.20  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A5ZHK8KYQZNY0","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A5ZHK8KYQZNY0&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"110","A1XAO9MCTP74A0","Bajaj DX 7 1000-Watt Dry Iron","Balaji Udyog",NA,NA,"  Rs. 650.00"," +   Rs. 80.00
Delivery 
","  Rs. 650.00 +   Rs. 80.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1XAO9MCTP74A0","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1XAO9MCTP74A0&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"111","A18Z1KGVCCQ8SH","Bajaj DX 7 1000-Watt Dry Iron","Aditi Enterprises","4.7","10","  Rs. 750.00"," FREE Delivery. Details 
","  Rs. 750.00 FREE Delivery. Cash on Delivery eligible ","100% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=1&seller=A18Z1KGVCCQ8SH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A18Z1KGVCCQ8SH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"112","A3L5SYRXZD5ETX","Bajaj DX 7 1000-Watt Dry Iron","SHIVANERI ENTERPRISE",NA,NA,"  Rs. 750.00"," FREE Delivery. 
","  Rs. 750.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3L5SYRXZD5ETX","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3L5SYRXZD5ETX&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"113","A4U38IUZADLHR","Bajaj DX 7 1000-Watt Dry Iron","Sensations Gifts",NA,NA,"  Rs. 750.00"," FREE Delivery. 
","  Rs. 750.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A4U38IUZADLHR","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A4U38IUZADLHR&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"114","ACNSCO3ETMI0Y","Bajaj DX 7 1000-Watt Dry Iron","Premier Electricals","1.0","1","  Rs. 700.00"," +   Rs. 60.00
Delivery 
","  Rs. 700.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=ACNSCO3ETMI0Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ACNSCO3ETMI0Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"115","A3FF1BWBTULUHC","Bajaj DX 7 1000-Watt Dry Iron",NA,"3.5","433","  Rs. 785.00"," FREE Delivery. Details 
","  Rs. 785.00 FREE Delivery. Cash on Delivery eligible ","63% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=1&seller=A3FF1BWBTULUHC","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3FF1BWBTULUHC&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"116","A2BRZCAKFVKK2K","Bajaj DX 7 1000-Watt Dry Iron","RADIANT OVERSEAS",NA,NA,"  Rs. 800.00"," FREE Delivery. 
","  Rs. 800.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2BRZCAKFVKK2K","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2BRZCAKFVKK2K&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"117","A2ZI28GMWI809Z","Bajaj DX 7 1000-Watt Dry Iron","M S Pande & Sons","4.2","40","  Rs. 713.00"," +   Rs. 91.44
Delivery 
","  Rs. 713.00 +   Rs. 91.44  DeliveryCash on Delivery eligible ","80% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/275-0983144-9939626?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2ZI28GMWI809Z","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2ZI28GMWI809Z&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"118","A90MCAAFARAGJ","Bajaj DX 7 1000-Watt Dry Iron","Prakash Electric","4.6","5","  Rs. 720.00"," +   Rs. 90.00
Delivery 
","  Rs. 720.00 +   Rs. 90.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A90MCAAFARAGJ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A90MCAAFARAGJ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"119","A2JOKUAVAUKA0N","Bajaj DX 7 1000-Watt Dry Iron","MESMARIZE",NA,NA,"  Rs. 760.00"," +   Rs. 55.00
Delivery 
","  Rs. 760.00 +   Rs. 55.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2JOKUAVAUKA0N","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2JOKUAVAUKA0N&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"120","A1INWHLBK6F5TN","Bajaj DX 7 1000-Watt Dry Iron","GITANJALI ENTERPRISES",NA,NA,"  Rs. 666.00"," +   Rs. 152.41
Delivery 
","  Rs. 666.00 +   Rs. 152.41  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1INWHLBK6F5TN","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1INWHLBK6F5TN&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"121","A25TXSQQXO3VK5","Bajaj DX 7 1000-Watt Dry Iron","NEJKM","1.0","1","  Rs. 750.00"," +   Rs. 76.20
Delivery 
","  Rs. 750.00 +   Rs. 76.20  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A25TXSQQXO3VK5","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A25TXSQQXO3VK5&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"122","A3F4J0AJRW6D9N","Bajaj DX 7 1000-Watt Dry Iron","ANKITA ELECTRICAL WORKS",NA,NA,"  Rs. 699.00"," +   Rs. 137.17
Delivery 
","  Rs. 699.00 +   Rs. 137.17  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3F4J0AJRW6D9N","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3F4J0AJRW6D9N&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"123","A3ABQGWVYOU9SO","Bajaj DX 7 1000-Watt Dry Iron","ANIKET ENTERPRISES",NA,NA,"  Rs. 699.00"," +   Rs. 150.00
Delivery 
","  Rs. 699.00 +   Rs. 150.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3ABQGWVYOU9SO","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3ABQGWVYOU9SO&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"124","A32C2APBY1UWV7","Bajaj DX 7 1000-Watt Dry Iron","RhA",NA,NA,"  Rs. 750.00"," +   Rs. 100.00
Delivery 
","  Rs. 750.00 +   Rs. 100.00  Delivery","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A32C2APBY1UWV7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A32C2APBY1UWV7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"125","A3NJZL6C83P76","Bajaj DX 7 1000-Watt Dry Iron","Redlily Store SLP","4.7","14,501","  Rs. 854.00"," FREE Delivery. Details 
","  Rs. 854.00 FREE Delivery. Cash on Delivery eligible ","97% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=1&seller=A3NJZL6C83P76","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3NJZL6C83P76&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"126","A2HED85G3ULK3B","Bajaj DX 7 1000-Watt Dry Iron","TECH POWER SOLUTION",NA,NA,"  Rs. 667.00"," +   Rs. 190.51
Delivery 
","  Rs. 667.00 +   Rs. 190.51  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2HED85G3ULK3B","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2HED85G3ULK3B&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"127","A1KEEFJWWJSAK2","Bajaj DX 7 1000-Watt Dry Iron","SLV INTERNATIONAL","3.5","57","  Rs. 569.00"," +   Rs. 300.00
Delivery 
","  Rs. 569.00 +   Rs. 300.00  DeliveryCash on Delivery eligible ","65% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/279-9224014-6361855?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1KEEFJWWJSAK2","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1KEEFJWWJSAK2&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"128","A3M6IZEWH103CZ","Bajaj DX 7 1000-Watt Dry Iron","prakash watch",NA,NA,"  Rs. 870.00"," FREE Delivery. 
","  Rs. 870.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3M6IZEWH103CZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3M6IZEWH103CZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"129","A1OBFYS5SQOZMX","Bajaj DX 7 1000-Watt Dry Iron","Paras Electric & Hardware",NA,NA,"  Rs. 700.00"," +   Rs. 174.44
Delivery 
","  Rs. 700.00 +   Rs. 174.44  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1OBFYS5SQOZMX","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1OBFYS5SQOZMX&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"130","AWE39PIS9B6HM","Bajaj DX 7 1000-Watt Dry Iron","HOMEAPPLIANCES",NA,NA,"  Rs. 575.00"," +   Rs. 300.00
Delivery 
","  Rs. 575.00 +   Rs. 300.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AWE39PIS9B6HM","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AWE39PIS9B6HM&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"131","A1YKWKV8F8WE3G","Bajaj DX 7 1000-Watt Dry Iron","CB Online",NA,NA,"  Rs. 799.00"," +   Rs. 80.00
Delivery 
","  Rs. 799.00 +   Rs. 80.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1YKWKV8F8WE3G","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1YKWKV8F8WE3G&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"132","A2YDQZUX3ZCP1W","Bajaj DX 7 1000-Watt Dry Iron","DEV SALES AND SERVICES",NA,NA,"  Rs. 668.00"," +   Rs. 220.00
Delivery 
","  Rs. 668.00 +   Rs. 220.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2YDQZUX3ZCP1W","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2YDQZUX3ZCP1W&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"133","A1172UIGKGSYT5","Bajaj DX 7 1000-Watt Dry Iron","SantElectricals","5.0","1","  Rs. 849.00"," +   Rs. 45.72
Delivery 
","  Rs. 849.00 +   Rs. 45.72  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1172UIGKGSYT5","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1172UIGKGSYT5&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"134","A1A6M2WSSBMKAX","Bajaj DX 7 1000-Watt Dry Iron","dealerkart","4.5","104","  Rs. 899.00"," FREE Delivery. 
","  Rs. 899.00 FREE Delivery.Cash on Delivery eligible ","92% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1A6M2WSSBMKAX","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1A6M2WSSBMKAX&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"135","AIHQPR71AA9ID","Bajaj DX 7 1000-Watt Dry Iron","akash electronicss","2.8","8","  Rs. 700.00"," +   Rs. 200.00
Delivery 
","  Rs. 700.00 +   Rs. 200.00  Delivery","50% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AIHQPR71AA9ID","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AIHQPR71AA9ID&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"136","A1SLTBV2DEADM7","Bajaj DX 7 1000-Watt Dry Iron","KARNDEV ENTERPRISES",NA,NA,"  Rs. 699.00"," +   Rs. 210.00
Delivery 
","  Rs. 699.00 +   Rs. 210.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1SLTBV2DEADM7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1SLTBV2DEADM7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"137","A2LDYR5I11I9L9","Bajaj DX 7 1000-Watt Dry Iron","cheapkart","1.0","1","  Rs. 796.00"," +   Rs. 114.53
Delivery 
","  Rs. 796.00 +   Rs. 114.53  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/278-2676228-0511649?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2LDYR5I11I9L9","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2LDYR5I11I9L9&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"138","A31EPWR36YRK4R","Bajaj DX 7 1000-Watt Dry Iron","GALAXY ENTERPRIS",NA,NA,"  Rs. 743.00"," +   Rs. 167.65
Delivery 
","  Rs. 743.00 +   Rs. 167.65  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A31EPWR36YRK4R","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A31EPWR36YRK4R&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"139","AP24HAIJ92CSZ","Bajaj DX 7 1000-Watt Dry Iron","KALBEY HAIDER",NA,NA,"  Rs. 788.00"," +   Rs. 150.00
Delivery 
","  Rs. 788.00 +   Rs. 150.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AP24HAIJ92CSZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AP24HAIJ92CSZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"140","A3C6FQ2PB9PA33","Bajaj DX 7 1000-Watt Dry Iron","AMAR JYOTI ELECTRICAL",NA,NA,"  Rs. 699.00"," +   Rs. 240.00
Delivery 
","  Rs. 699.00 +   Rs. 240.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3C6FQ2PB9PA33","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3C6FQ2PB9PA33&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"141","A1DRMUZBV4OYUE","Bajaj DX 7 1000-Watt Dry Iron","Rajsthan Pipe Traders",NA,NA,"  Rs. 940.00"," FREE Delivery. 
","  Rs. 940.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1DRMUZBV4OYUE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1DRMUZBV4OYUE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"142","A3VBWGISLZMEEV","Bajaj DX 7 1000-Watt Dry Iron","fair price shop","1.0","1","  Rs. 949.00"," FREE Delivery. 
","  Rs. 949.00 FREE Delivery.Cash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3VBWGISLZMEEV","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3VBWGISLZMEEV&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"143","A3JM6SYKMSCUHN","Bajaj DX 7 1000-Watt Dry Iron","Jai Ambica Home Appliances","1.0","2","  Rs. 949.00"," FREE Delivery. 
","  Rs. 949.00 FREE Delivery.Cash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3JM6SYKMSCUHN","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3JM6SYKMSCUHN&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"144","A2DTI3YLZNWU1T","Bajaj DX 7 1000-Watt Dry Iron","MS Traders",NA,NA,"  Rs. 950.00"," FREE Delivery. 
","  Rs. 950.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2DTI3YLZNWU1T","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2DTI3YLZNWU1T&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"145","A3QQMV3H6QWUPZ","Bajaj DX 7 1000-Watt Dry Iron","ALAPATT SUPER SHOPPE","4.0","5","  Rs. 850.00"," +   Rs. 100.00
Delivery 
","  Rs. 850.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","80% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3QQMV3H6QWUPZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3QQMV3H6QWUPZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"146","A3UK7KAA1LJ4DC","Bajaj DX 7 1000-Watt Dry Iron","KitchenHouse","4.4","90","  Rs. 900.00"," +   Rs. 99.00
Delivery 
","  Rs. 900.00 +   Rs. 99.00  Delivery","89% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3UK7KAA1LJ4DC","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3UK7KAA1LJ4DC&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"147","A166GPJAQIWT45","Bajaj DX 7 1000-Watt Dry Iron","ElectroWorld India","3.7","92","  Rs. 750.00"," +   Rs. 266.71
Delivery 
","  Rs. 750.00 +   Rs. 266.71  DeliveryCash on Delivery eligible ","70% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/277-8053379-9874956?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A166GPJAQIWT45","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A166GPJAQIWT45&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"148","A2KQFYS02IOKXY","Bajaj DX 7 1000-Watt Dry Iron","SANGAM ELECTRIC AND ELECTRICALS",NA,NA,"  Rs. 668.00"," +   Rs. 350.00
Delivery 
","  Rs. 668.00 +   Rs. 350.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2KQFYS02IOKXY","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2KQFYS02IOKXY&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
